,name,legislature,iniciative,type,principal,secondary,abstract,status_date1,status1,status_notes1,status date,status,notes,authors,link
26,"Por medio de la cual se establecen factores para la determinación de la tasa de interés en tarjetas de crédito, se adiciona el artículo 48 del Estatuto Orgánico del Sistema Financiero y se dictan otras disposiciones en materia de créditos. [Tarjetas de crédito]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Economía,"Comercio, industria y turismo","El objeto de esta iniciativa es modificar un apartado del Estatuto Orgánico del Sistema Financiero, Decreto Ley 663 de 1993, para adicionar e incluir, dentro de las facultades e instrumentos de intervención del Gobierno Nacional, específicamente, la atribución de determinar las condiciones y criterios bajo los cuales, las tarjetas de crédito, como modalidad de crédito, deberá ser certificada por la Superintendencia Financiera, criterios que serán: i.) el plazo del crédito, ii.) el monto económico y iii.) el perfil de riesgo asociado, esto con el fin de lograr, principalmente, la flexibilizacio?n del límite remuneratorio máximo que, para las operaciones activas de créditos establece el código penal al tipificar la usura",8/11/2020,Radicado - Gaceta: S/N,Sin anotaciones,12/9/2020,Publicada Ponencia Segundo Debate - Gaceta: 1460/20,Segundo debate,"Armando Antonio Zabaraín Darce, Jaime Felipe Lozada Polanco, José Elver Choco Hernández Casas, Germán Alcides Blanco Álvarez, David Alejandro Barguil Assis",ppor-medio-de-la-cual-se-establecen-factores-para-la-determinacion-de-la-tasa-de-interes-en-tarjetas-de-credito-se-adiciona-el-articulo-48-del-estatuto-organico-del-sistema-financiero-y-se-dictan-otras-disposiciones-en-materia-de-creditos-tarjetas-de-credito/11013
27,"Por el cual se modifica apartes de la Ley 68 de 1993 y se dictan otras disposiciones. [Reuniones Comisión Asesora de Relaciones Exteriores, CARE]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Rama Ejecutiva,Política Internacional,"Tiene por objeto regular el funcionamiento de la Comisión Asesora de Relaciones Exteriores (CARE), fijando la obligatoriedad de sus reuniones.",9/2/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Antonio Eresmid Sanguino Páez,ppor-el-cual-se-modifica-apartes-de-la-ley-68-de-1993-y-se-dictan-otras-disposiciones-reuniones-comision-asesora-de-relaciones-exteriores-care/11525
28,Por medio de la cual se fortalece el proceso de extinción del derecho de dominio y se dictan otras disposiciones. [Fortalece la extinción de derecho],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Seguridad, defensa y fuerza pública",Administración pública,"Con el fin de fortalecer el proceso de extinción de dominio en contra de los bienes de los servidores aforados se propone que el conocimiento de la acción recaiga en las mismas autoridades encargadas de investigarlos y acusarlos penalmente, según el tipo de fuero constitucional o legal que los protege. ",5/3/2022,Radicado - Gaceta: S/N,Sin anotaciones,6/21/2023,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Juan Carlos García Gómez, Miguel Ángel Pinto Hernández, Eduardo Emilio Pacheco Cuello, Esperanza Andrade Serrano",ppor-medio-de-la-cual-se-fortalece-el-proceso-de-extincion-del-derecho-de-dominio-y-se-dictan-otras-disposiciones-fortalece-la-extincion-de-derecho/12293
29,Por la cual se restablecen la medidas de protección en casos de violencia intrafamiliar y se dictan otras disposiciones. [Medidas de protección en casos de violencia intrafamiliar],Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Justicia,Familia,"Crea el Registro Nacional de Medidas de Protección de consulta pública a cargo de la Procuraduría General de la Nación. El Registro deberá contener como mínimo los datos de la o el solicitante, datos del agresor, medidas ordenadas, fechas de cumplimiento y autoridad que admitió solicitud y ordenó las medidas.",8/1/2018,Radicado - Gaceta: S/N,Sin anotaciones,9/10/2018,Retirado por el Autor - Gaceta: S/N,Art 155 Ley 5 de 1992,"Aydeé Lizarazo Cubillos, Irma Luz Herrera Rodríguez, Ana Paola Agudelo García, Carlos Eduardo Guevara Villabón",ppor-la-cual-se-restablecen-la-medidas-de-proteccion-en-casos-de-violencia-intrafamiliar-y-se-dictan-otras-disposiciones-medidas-de-proteccion-en-casos-de-violencia-intrafamiliar/9478
30,"“Por medio de la cual se aprueba el «Acuerdo entre la República de Colombia y el Instituto Global para el Crecimiento Verde con respecto a la personería jurídica y los privilegios e inmunidades del Instituto Global para el Crecimiento Verde», suscrito en Seúl, el 31 de enero de 2017, y en Bogotá, el 6 de marzo de 2017”. [Acuerdo entre Colombia y el Instituto Global para el Crecimiento Verde]",Jul 2019 - Jul 2020,Gubernamental,Proyecto de Ley,Política Internacional,Medio Ambiente,El objetivo de GGGI en Colombia es apoyar los objetivos de crecimiento económico del país mientras se implementan principios de crecimiento inclusivo y ambientalmente sostenible en sus marcos de planificación económica a largo plazo. GGGI está apoyando al Gobierno de Colombia para que logre su objetivo de cero deforestaciones netas para 2020 a través del programa “Visión Amazonía” del Ministerio de Ambiente.,11/28/2019,Radicado - Gaceta: S/N,Sin anotaciones,12/18/2019,Retirado por el Autor - Gaceta: S/N,Art 155 Ley 5 de 1992,"Ministro de Ambiente y Desarrollo Sostenible. Ricardo José Lozano  , Ministro de Relaciones Exteriores. Carlos Holmes Trujillo ",ppor-medio-de-la-cual-se-aprueba-el-acuerdo-entre-la-republica-de-colombia-y-el-instituto-global-para-el-crecimiento-verde-con-respecto-a-la-personeria-juridica-y-los-privilegios-e-inmunidades-del-instituto-global-para-el-crecimiento-verde-suscrito-en-seul-el-31-de-enero-de-2017-y-en-bogota-el-6-de-marzo-de-2017-acuerdo-entre-colombia-y-el-instituto-global-para-el-crecimiento-verde/10502
31,"Por medio del cual se promueve la autonomía, asistencia personal y protección social de las personas con discapacidad y se reconocen las labores de cuidado no remuneradas en las que hayan participado miembros de su círculo familiar y se dictan otras disposiciones. [Apoyo a personas con discapacidad]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Seguridad Social y salud,Bienestar y pobreza,"Tiene por objeto promover en las personas con discapacidad el ejercicio pleno y en igualdad de condiciones que las demás, del derecho a la autonomía personal y su protección social, a través de la regulación de la asistencia personal, la renta básica y al reconocimiento de las labores de cuidado no remuneradas brindadas por un familiar.",11/17/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Wilson Neber Arias Castillo, Manuel Bitervo Palchucan Chingal, Feliciano Valencia Medina, Victoria Sandino Simanca Herrera, Catalina Ortiz Lalinde",ppor-medio-del-cual-se-promueve-la-autonomia-asistencia-personal-y-proteccion-social-de-las-personas-con-discapacidad-y-se-reconocen-las-labores-de-cuidado-no-remuneradas-en-las-que-hayan-participado-miembros-de-su-circulo-familiar-y-se-dictan-otras-disposiciones-apoyo-a-personas-con-discapacidad/12038
32,"Por medio del cual se modifica el Decreto Ley 1421 de 1993, referente al Estatuto Orgánico de Bogotá. [Elimina la Veeduría Distrital]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Ordenamiento Territorial y regiones,Administración pública,"La presente iniciativa legislativa tiene por objeto ordenar la eliminación y posterior liquidación de la Veeduría Distrital, prevista en el Capítulo III, del Título VII del Decreto Ley 1421 de 1993, sin perjuicio del sistema nacional de veedurías establecido en la Ley 850 de 2003.",4/6/2022,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Germán Varón Cotrino,ppor-medio-del-cual-se-modifica-el-decreto-ley-1421-de-1993-referente-al-estatuto-organico-de-bogota-elimina-la-veeduria-distrital/12294
33,"Por la cual se formulan los lineamientos de política pública para la prevención de delitos realizados a través de medios informáticos o electrónicos, en contra de niños, niñas y adolescentes, se modifica el Código Penal y se dictan otras disposiciones. [Prevención de delitos informáticos]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Justicia,"Comunicaciones, medios y tecnologías de la información","La presente ley tiene por objeto establecer los lineamientos generales para la formulación de la política pública para la sensibilización, prevención y la protección de niñas, niños y adolescentes, frente a los delitos realizados a través de internet, redes sociales, medios informáticos y dispositivos móviles. Además, modifica el Código Penal para agravar y ampliar conductas penales contra la libertad individual, la formación sexual, el patrimonio económico, la vida y la integridad personal, que se realizan a través de medios electrónicos o informáticos.",8/1/2018,Radicado - Gaceta: S/N,Sin anotaciones,10/18/2018,Acumulado - Gaceta: S/N,Ver PL 60/18 Senado,"Aydeé Lizarazo Cubillos, Irma Luz Herrera Rodríguez, Carlos Eduardo Guevara Villabón, Ana Paola Agudelo García",ppor-la-cual-se-formulan-los-lineamientos-de-politica-publica-para-la-prevencion-de-delitos-realizados-a-traves-de-medios-informaticos-o-electronicos-en-contra-de-ninos-ninas-y-adolescentes-se-modifica-el-codigo-penal-y-se-dictan-otras-disposiciones-prevencion-de-delitos-informaticos/9479
34,Por medio del cual se promueve el acceso de quienes hayan prestado el servicio militar obligatorio a la educación superior. [Acceso a la educación superior],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,"Educación, cultura, ciencia y tecnología","Seguridad, defensa y fuerza pública","Propone que quienes hayan prestado el servicio militar obligatorio, tengan garantizado un cupo en alguna institución de educación superior oficial.",12/2/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Juan David Vélez Trujillo, Santiago Valencia González, Margarita María Restrepo Arango, Esteban Quintero Cardona, Oscar Darío Pérez Pineda, César Eugenio Martínez Restrepo, Paola Andrea Holguín Moreno, Hernán Humberto Garzón Rodríguez, Juan Fernando Espinal Ramírez, Alejandro Corrales Escobar, Ruby Helena Chagüí Spath, Enrique Cabrales Baquero, Yenica Sugein Acosta Infante, Álvaro Uribe Velez",ppor-medio-del-cual-se-promueve-el-acceso-de-quienes-hayan-prestado-el-servicio-militar-obligatorio-a-la-educacion-superior-acceso-a-la-educacion-superior/10503
35,"Por medio de la cual se regulan algunos aspectos de la Ley Estatutaria 1751 de 2015 para garantizar la prestación eficaz del derecho a la salud, la garantía de acceso eficiente, la protección del personal de salud y se dictan otras disposiciones. [Regula el derecho constitucional fundamental a la salud]",Jul 2020 - Jul 2021,Legislativa,Proyecto de ley Estatutaria,Seguridad Social y salud,Derechos Fundamentales,"La presente ley tiene por objeto proteger, garantizar y materializar el derecho constitucional fundamental a la salud que tiene toda persona de acceder, en condiciones de igualdad, eficiencia, calidad y equidad, a la prestación del servicio público de salud que se presta bajo la dirección, supervisión, coordinación y control del Estado, y en sujeción a los principios de responsabilidad, sostenibilidad, universalidad, solidaridad, promoción y prevención.",8/12/2020,Radicado - Gaceta: S/N,Sin anotaciones,8/19/2020,Publicación - Gaceta: 742/20,Sin anotaciones,Roy Leonardo Barreras Montealegre,ppor-medio-de-la-cual-se-regulan-algunos-aspectos-de-la-ley-estatutaria-1751-de-2015-para-garantizar-la-prestacion-eficaz-del-derecho-a-la-salud-la-garantia-de-acceso-eficiente-la-proteccion-del-personal-de-salud-y-se-dictan-otras-disposiciones-regula-el-derecho-constitucional-fundamental-a-la-salud/11015
36,"Por medio de la cual se modifica la Ley 99 de 1993, se establecen mecanismos para la transparencia y gobernanza de las corporaciones autónomas regionales y de desarrollo sostenible y se dictan otras disposiciones. [Gobernanza en las CAR]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Administración pública,Medio Ambiente,"Busca reformar las Corporaciones Autónomas Regionales con el para implementar acciones de transparencia, rendición de cuentas, mejoramiento de la gobernanza y la gestión de estas entidades en el territorio nacional.",4/9/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"José David Name Cardozo, Alejandro Corrales Escobar",ppor-medio-de-la-cual-se-modifica-la-ley-99-de-1993-se-establecen-mecanismos-para-la-transparencia-y-gobernanza-de-las-corporaciones-autonomas-regionales-y-de-desarrollo-sostenible-y-se-dictan-otras-disposiciones-gobernanza-en-las-car/11783
37,"Por medio de la cual se aprueba el ""Tratado sobre el comercio de armas"", adoptado en Nueva York el 2 de abril de 2013. [Tratado sobre el comercio de armas]",Jul  2021 - Jul 2022,Gubernamental,Proyecto de Ley,Política Internacional,"Seguridad, defensa y fuerza pública","Busca establecer normas internacionales comunes los mas estrictas posible, para regular o mejorar la regulación del comercio internacional de armas convencionales. ",4/18/2022,Radicado - Gaceta: S/N,Sin anotaciones,2/13/2023,Sancionado como Ley - Gaceta: 125/23,Ley 2289 de 2023,"Martha Lucía Ramírez Blanco, Diego Andrés Molano Aponte",ppor-medio-de-la-cual-se-aprueba-el-tratado-sobre-el-comercio-de-armas-adoptado-en-nueva-york-el-2-de-abril-de-2013-tratado-sobre-el-comercio-de-armas/12295
38,"Por la cual se regulan las situaciones en las cuales pueden ser desplegadas las Fuerzas Militares, el marco jurídico aplicable para el empleo del uso de la fuerza y se dictan otras disposiciones. [Marco jurídico aplicable para el empleo del uso de la fuerza]",Jul 2018 - Jul 2019,Gubernamental,Proyecto de Ley,"Seguridad, defensa y fuerza pública",Justicia,"La presente ley tiene por objeto determinar las situaciones en las cuales pueden ser desplegadas las Fuerzas Militares, el marco jurídico aplicable para el empleo del uso de la fuerza, dentro y fuera del territorio nacional, y los criterios para la investigación, acusación y juzgamiento de las actuaciones en el marco del Derecho Internacional Humanitario.",8/3/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Ministro de Defensa Nacional. Luis Carlos Villegas Echeverry,ppor-la-cual-se-regulan-las-situaciones-en-las-cuales-pueden-ser-desplegadas-las-fuerzas-militares-el-marco-juridico-aplicable-para-el-empleo-del-uso-de-la-fuerza-y-se-dictan-otras-disposiciones-marco-juridico-aplicable-para-el-empleo-del-uso-de-la-fuerza/9480
39,"Por medio de la cual se decreta a la ciudad de Medellín, departamento de Antioquia, como Distrito Especial de Ciencia, Tecnología e Innovación y se dictan otras disposiciones. [Medellín, Antioquia, como Distrito Especial de Ciencia, Tecnología e Innovación]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Ordenamiento Territorial y regiones,Administración pública,"La presente ley tiene por objeto decretar a la ciudad de Medellín, departamento de Antioquia, como Distrito Especial de Ciencia, Tecnología e Innovación.",12/2/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Óscar Leonardo Villamizar Meneses, Juan David Vélez Trujillo, Santiago Valencia González, Margarita María Restrepo Arango, Esteban Quintero Cardona, Nicolás Pérez Vásquez, Oscar Darío Pérez Pineda, Héctor Angel Ortiz Núñez, César Eugenio Martínez Restrepo, Paola Andrea Holguín Moreno, Hernán Humberto Garzón Rodríguez, Christian Munir Garcés Aljure, Juan Fernando Espinal Ramírez, Alejandro Corrales Escobar, Ruby Helena Chagüí Spath, Enrique Cabrales Baquero, John Jairo Bermúdez Garcés, Yenica Sugein Acosta Infante, Álvaro Uribe Velez",ppor-medio-de-la-cual-se-decreta-a-la-ciudad-de-medellin-departamento-de-antioquia-como-distrito-especial-de-ciencia-tecnologia-e-innovacion-y-se-dictan-otras-disposiciones-medellin-antioquia-como-distrito-especial-de-ciencia-tecnologia-e-innovacion/10504
